old,new,coverage_LAC,setsize_LAC,coverage_LAC_W,setsize_LAC_W
biology,chemistry,0.9285714285714286,3.492063492063492,0.9484126984126984,3.7103174603174605
biology,math,0.9495990836197021,3.6987399770904927,0.9495990836197021,3.689576174112257
biology,law,0.9021739130434783,3.341304347826087,0.8989130434782608,3.3065217391304347
biology,politics,0.9021113243761996,2.775431861804223,0.8944337811900192,2.7332053742802302
biology,health,0.8867033831628639,2.7380015735641225,0.8851298190401259,2.7261998426435876
biology,history,0.8850574712643678,2.4827586206896552,0.9118773946360154,2.6513409961685825
biology,other,0.9178852643419573,2.7750281214848145,0.9021372328458943,2.706411698537683
biology,philosophy,0.8287606433301797,2.955534531693472,0.859035004730369,3.0993377483443707
biology,physics,0.9160447761194029,3.2257462686567164,0.9123134328358209,3.1828358208955225
biology,business,0.9558823529411765,2.3411764705882354,0.9558823529411765,2.3411764705882354
biology,computer science,0.9345238095238095,3.193452380952381,0.9345238095238095,3.205357142857143
biology,culture,0.9424460431654677,2.5179856115107913,0.935251798561151,2.4424460431654675
biology,engineering,0.95,3.15,0.95,3.1166666666666667
biology,psychology,0.8964781216648879,2.737459978655283,0.959445037353255,3.2838847385272145
biology,economics,0.9417637271214643,3.222961730449251,0.9068219633943427,3.05324459234609
biology,geography,0.90625,2.49375,0.88125,2.35625
chemistry,math,0.9209621993127147,3.4925544100801833,0.9851088201603666,3.9026345933562427
chemistry,law,0.8641304347826086,3.092391304347826,0.85,2.997826086956522
chemistry,politics,0.8618042226487524,2.531669865642994,0.8618042226487524,2.531669865642994
chemistry,health,0.8528717545239969,2.5515342250196698,0.8969315499606609,2.8072383949645947
chemistry,history,0.8563218390804598,2.268199233716475,0.9386973180076629,2.9731800766283527
chemistry,other,0.889763779527559,2.591676040494938,0.9302587176602924,2.847019122609674
chemistry,philosophy,0.8088930936613056,2.8306527909176915,0.9697256385998108,3.6026490066225167
chemistry,physics,0.8843283582089553,3.0279850746268657,0.9589552238805971,3.5242537313432836
chemistry,business,0.9382352941176471,2.15,0.9382352941176471,2.1029411764705883
chemistry,computer science,0.9017857142857143,2.994047619047619,0.9553571428571429,3.449404761904762
chemistry,culture,0.9172661870503597,2.323741007194245,0.9748201438848921,2.902877697841727
chemistry,engineering,0.9333333333333333,2.925,0.9916666666666667,3.4916666666666667
chemistry,psychology,0.8548559231590181,2.5080042689434365,0.9135538954108858,2.865528281750267
chemistry,economics,0.9001663893510815,2.9983361064891847,0.9683860232945092,3.430948419301165
chemistry,geography,0.8625,2.3,0.90625,2.51875
math,law,0.8358695652173913,2.9228260869565217,0.8739130434782608,3.140217391304348
math,politics,0.836852207293666,2.383877159309021,0.944337811900192,3.0882917466410746
math,health,0.8316286388670339,2.4295830055074745,0.8591660110149488,2.604248623131393
math,history,0.8371647509578544,2.1475095785440614,0.8544061302681992,2.2298850574712645
math,other,0.8661417322834646,2.454443194600675,0.9043869516310461,2.71541057367829
math,philosophy,0.7975402081362346,2.7644276253547777,0.8315988647114475,2.9631031220435196
math,physics,0.8488805970149254,2.8824626865671643,0.8526119402985075,2.8955223880597014
math,business,0.9264705882352942,2.038235294117647,0.9558823529411765,2.35
math,computer science,0.875,2.818452380952381,0.9315476190476191,3.1785714285714284
math,culture,0.9136690647482014,2.2050359712230216,0.9460431654676259,2.535971223021583
math,engineering,0.925,2.808333333333333,0.925,2.841666666666667
math,psychology,0.8281750266808965,2.3884738527214515,0.8975453575240128,2.743863393810032
math,economics,0.8801996672212978,2.8452579034941765,0.9667221297836939,3.415973377703827
math,geography,0.825,2.125,0.90625,2.50625
law,politics,0.9021113243761996,2.775431861804223,0.836852207293666,2.383877159309021
law,health,0.8867033831628639,2.7340676632572776,0.8552321007081038,2.5719905586152634
law,history,0.8850574712643678,2.478927203065134,0.8754789272030651,2.4042145593869733
law,other,0.9178852643419573,2.7739032620922384,0.8953880764904387,2.642294713160855
law,philosophy,0.8287606433301797,2.955534531693472,0.8249763481551561,2.9299905392620627
law,physics,0.9160447761194029,3.2238805970149254,0.9309701492537313,3.3115671641791047
law,business,0.9558823529411765,2.3411764705882354,0.9382352941176471,2.1558823529411764
law,computer science,0.9345238095238095,3.193452380952381,0.9047619047619048,3.0327380952380953
law,culture,0.9424460431654677,2.5071942446043165,0.920863309352518,2.366906474820144
law,engineering,0.95,3.15,0.95,3.0166666666666666
law,psychology,0.8964781216648879,2.7310565635005335,0.8569903948772679,2.51760939167556
law,economics,0.9417637271214643,3.21630615640599,0.9018302828618968,3.0
law,geography,0.90625,2.49375,0.90625,2.49375
politics,health,0.8867033831628639,2.7403619197482296,0.9095200629425649,2.900865460267506
politics,history,0.8869731800766284,2.4885057471264367,0.9118773946360154,2.6475095785440614
politics,other,0.9178852643419573,2.7784026996625424,0.9381327334083239,2.904386951631046
politics,philosophy,0.8297067171239356,2.957426679280984,0.9006622516556292,3.2904446546830655
politics,physics,0.9160447761194029,3.2276119402985075,0.9328358208955224,3.3190298507462686
politics,business,0.9558823529411765,2.3441176470588236,0.9411764705882353,2.226470588235294
politics,computer science,0.9345238095238095,3.1964285714285716,0.9464285714285714,3.3482142857142856
politics,culture,0.9424460431654677,2.5215827338129495,0.9532374100719424,2.661870503597122
politics,engineering,0.95,3.15,0.975,3.316666666666667
politics,psychology,0.8964781216648879,2.7395944503735326,0.9135538954108858,2.865528281750267
politics,economics,0.9417637271214643,3.2246256239600664,0.9750415973377704,3.469217970049917
politics,geography,0.90625,2.49375,0.9125,2.58125
